Label, Text
1,"My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there."
1,"My dog has a lot of potential, you just have to unleash it."
1,"Mummies are bound to be uptight."
1,"Lightning sometimes shocks people because it just doesn't know how to conduct itself."
1,"Let's talk about rights and lefts. You're right so I left."
1,"I wrote a novel about a fellow who had a small garden. It didn't have much of a plot."
1,"I went to the dentist without lunch, and he gave me a plate."
1,"I was arrested after my therapist suggested I take something for my kleptomania."
1,"I wanted to lose weight so I went to the paint store. I heard I could get thinner there."
1,"I wanted to bring a penguin home but my parents said that wasn't going to fly."
1,"I've never taken an elevator to the basement floor, that's just beneath me."
1,"I've been to the dentist several times so I know the drill."
1,"I've always pictured myself taking selfies."
1,"I usually take steps to avoid elevators."
1,"I used to do balance and rotations at an auto shop. I felt like I was just spinning my wheels and decided to retire."
1,"I used to be a watchmaker. It was a great job and I made my own hours."
1,"It's raining cats and dogs. Well, as long as it doesn't reindeer."
1,"It is tough to do inventories in Afghanistan because of the tally ban."
1,"I should have been sad when my flashlight batteries died, but I was delighted."
1,"I refuse to work with compost, it's degrading."
1,"I probably have blind spots, but I don't see them."
1,"I'm not a big fan of archery. It has too many drawbacks."
1,"I met a girl at an internet cafe, but we didn't click."
1,"I'm bad at math, so the equation 2n+2n is 4n to me."
1,"I just got my permit to harvest shrimp in the Antarctic. Now I have a licence to Krill."
1,"If you lose your hearing, is it ear replaceable?"
1,"If towels could tell jokes they would probably have a dry sense of humor."
1,"I don't think I need a spine. It's holding me back."
1,"I decided that becoming a vegetarian was a missed steak."
1,"I could not pull out of my parking space, so I used my back up plan."
1,"I bought a ton of staples and pushpins all for $3.99, plus tacks."
1,"He said I was average - but he was just being mean."
1,"Greengrocers earn a meager celery, come home beet and just want to read the pepper, take a leek, turnip the covers endive into bed."
1,"England doesn't have a kidney bank, but it does have a Liverpool"
1,"Do birds know where they're going when they fly south for the winter or do they just wing it every time?"
1,"Did you see the movie about the hot dog? It was an Oscar Wiener."
1,"Deafness is getting to be quite a problem for me lately. I never thought I'd hear myself say that."
1,"Cartoonist found dead in home. Details are sketchy."
1,"Back in the days when the guillotine was first used, people wondered, is this what we may beheaded for in the future?"
1,"A rule of grammar: double negatives are a no-no."
1,"A rubber band pistol was confiscated from algebra class because it was a weapon of math disruption."
1,"A noun and a verb were dating but they broke up because the noun was too possessive."
1,"Always trust a glue salesman. They tend to stick to their word."
1,"A grenade thrown into a kitchen in France would result in Linoleum Blownapart."
1,"A baker stopped making donuts after he got tired of the hole thing."
1,"Your golf addiction is driving a wedge between us."
1,"Women who wear $200.00 perfume obviously are known to have no common scents."
1,"Why was the ink drop sad? Because her dad was in the pen and she didn't know how long the sentence would be!"
1,"When the pharmacist found out her husband was having an affair it was a hard pill to swallow."
1,"When the Dalmatian ran away, he was spotted two blocks from home."
1,"When I asked the man how he became a ditch-digger, he said he just fell into it."
1,"When asked by a passenger how high he would get, the pilot replied,'I don't do drugs.'"
1,"What's the best way to serve a stack of puncakes? Syruptitiously."
1,"What do you call a melon that's not allowed to get married? Can't elope."
1,"What did the triangle say to the circle?  You're so pointless."
1,"We never got the tent up because of all the missed stakes we had."
1,"Those who get too big for their britches will be exposed in the end."
1,"The shareholders of a compass manufacturer were concerned that the company wasn't heading in the right direction."
1,"The painter was hospitalized due to too many strokes."
1,"The Irish should be rich because their capital is always Dublin."
1,"The guitarist passed out on stage, he must have rocked himself to sleep."
1,"The divers had to be careful, the octopus was heavily armed."
1,"The cowboy that got fired from his ranch job wasn't crazy, he was just deranged."
1,"The airlines have become so cash-strapped, they charged me for my emotional baggage."
1,"Talking to her about computer hardware I make my mother board."
1,"Some clockmakers are normal, but others are a little cuckoo."
1,"Some cardinals got their feathers ruffled when the pope gave away the church's nest egg to the poor."
1,"Puns about monorails always make for decent one-liners."
1,"People who lack the patience for calligraphy will never have properly formed characters."
1,"People might think I'm a bit of a square, but that just means I'm exactly right on every angle."
1,"Pencil sharpeners have a tough life - they live off tips."
1,"Never make fun of a Scotsman's traditional garb. You could get kilt that way."
1,"My student was late for class, claiming he was in the washroom. I think he was stalling."
1,"My friend dropped his box of Italian pastries on the floor. I cannoli imagine what he must be going through."
1,"My dog swallowed my engagement ring. I ended up with a diamond in the ruff."
1,"My brother told me that serpentine is what you use to get paint off a boa constrictor."
1,"Local Area Network in Australia: the LAN down under."
1,"I wondered why my geometry class was always tired. They were all out of shape."
1,"I went to the store to buy some soup but they were out of stock."
1,"I was scrambling for another egg joke, but I can't seem to whip one up. Guess I'm a bit fried."
1,"I used to have a fear of boats, but that ship has sailed."
1,"I used to hate maths but then I realised decimals have a point."
1,"I used to do rock climbing as a youth, but I was much boulder back then."
1,"It's a lengthy article on Japanese Sword Fighters but I can Samurais it for you."
1,"I tried wrapping Christmas presents, but I didn't have the gift."
1,"I quit gymnastics because I was tired of hanging around the bars."
1,"I only listen to waltzes 3/4 of the time."
1,"I once thought about cloning a new, more efficient brain, but then I realized that I was getting a head of myself."
1,"In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!"
1,"In a recession, the most secure job is garbage-man. Business is always picking up."
1,"I'm reading a book about mazes, I got lost in it."
1,"I like wool gathering for the shear joy of it."
1,"I had an account with a bank in the North Pole, but they froze all my assets."
1,"If you wear a blindfold at the shooting range, you won't know what you're missing."
1,"I finished my trigonometry exam without a secant to lose."
1,"I finally got rid of that nasty electrical charge I've been carrying. I'm ex-static!"
1,"I dropped out of my communism class because of lousy Marx."
1,"I can't drink milk. I lactose genes required to digest it."
1,"I always prayed before my trigonometry tests. I was hoping for a sine from above."
1,"How do construction workers party? They raise the roof."
1,"He has been a jogger for three years running."
1,"Have you heard about that online origami store? It folded."
1,"Gravity, it's always putting everyone down."
1,"Experts say the cost of funerals have risen by 50%, they blame it on the cost of living."
1,"Ever since my mineral extraction facility was converted to parking, I've had a lot on my mine."
1,"Don't join dangerous cults: Practice safe sects!"
1,"Did you hear about the lost sausage? It was the missing link."
1,"Deep cuts were made in the guillotine industry and heads rolled."
1,"Contemplating my imminent root canal procedure was deeply unnerving."
1,"Benny was sure that if he had to he could master braille once he got a feel for it."
1,"Bakers trade bread recipes on a knead to know basis."
1,"As the shoe said to the hat, 'You go on ahead, and I'll follow on foot'."
1,"As the farmer passed the gorgeous woman he did everything he could to a tractor attention."
1,"An invisible man marries an invisible woman. The kids were nothing to look at either."
1,"Although Nobelists tend to have dynamite personalities, Niels was a Bohr, and Linus was a Pauling."
1,"A handlebar mustache may look ridiculous, but symmetrical eyelashes are even cilia."
1,"5000 hares have escaped from the zoo. The police are combing the area."
1,"You know prices are rising when you buy a winter jacket and even down is up."
1,"Yesterday I rode my bike twice, I guess that makes me a recycler."
1,"With the apocalypse approaching, armageddon out of here!"
1,"With circular arguments the possibilities are endless."
1,"Why do people study gravity? It's a pretty attractive field."
1,"Why did the pig quit running the marathon? He had a problem with his hamstring."
1,"Why did the admiral decide against buying a new hat? He was afraid of cap sizing."
1,"While practicing the drums in the bassment, the boy fell, hit his head, and got a percussion."
1,"When the statistics professor and the math professor wrote a cookbook together, they called it 'Pi A La Mode.'"
1,"When the spammer's computer exploded, it blew him to kingdom.com."
1,"When the shocked IRS agent was found guilty of tax evasion he had to take time to collect himself."
1,"When the doctor asked the editor how he was doing, he said he had a problem with his circulation."
1,"When the church relocated it had an organ transplant."
1,"When making butter there is little margarine for error."
1,"When I questioned the livestock delivery company as to whether or not they could quickly move some donkeys. They said they could haul ass."
1,"When a ladder was stolen from a store the manager said that further steps would be taken."
1,"Visitors to Cuba are usually Havana good time."
1,"Two nuclear technicians got married. She was radiant and he was glowing."
1,"Two astronauts who were dating put an end to it because they both needed their space."
1,"Trust your calculator. It's something to count on."
1,"Traveling on a flying carpet is a rugged experience."
1,"To me the end result of a can-do attitude is positively candid."
1,"Though humble in secular matters, the minister had an altar ego."
1,"Those who study the moon are optimists. They look at the bright side."
1,"This year I made my Christmas wreath out of Franklin Fir branches. I really like a wreath of Franklin."
1,"They tried to save him with an I.V. but it was all in vein."
1,"The weigh-in at the Sumo wrestling tournament was a large scale effort."
1,"The trailer for the movie was produced without a hitch!"
1,"The stripper was getting tired of the same old thong and dance."
1,"There was a shootout in The Gap. There were many casual-tees."
1,"There was an archeologist who made no bones about digging dirt up on people."
1,"There was a ghost at the hotel, so they called for an inn spectre."
1,"The reason for the mysterious fog near Cape Cod is hazy but when it disappears it won't be mist."
1,"The raisin wined about how he couldn't achieve grapeness."
1,"The price of the big fan blew me away."
1,"The pianist led an upright life, but it wasn't grand. No matter how I tried to spinet, I couldn't console him!"
1,"The ophthalmologist was called to testify because he was the only eye witness."
1,"The nudist was acquitted of indecent exposure because nobody could pin the wrap on her."
1,"The man put his name on the neck of his shirt so he would have collar ID."
1,"The liquor store advertised, 'We De-Liver.'"
1,"The journalist went to Greece to see the ancient ruins and is now writing several columns about them."
1,"The inventor of the incubator was the first hatch-it man."
1,"The historian loves reading about bobcats. They are lynx to the past."
1,"The grammarian was never late. He was always very punctual."
1,"The food taster quit his job because he had too much on his plate."
1,"The fish were shy - obviously koi."
1,"The drug dealer added sugar to his marijuana to sweeten the pot."
1,"The debate about unmanned aircraft strikes just keeps droning on."
1,"The crowd at the Cannibal's party grew silent when he announced he would be serving finger foods."
1,"The concert violinist believed in exercise, consequently, he was fit as a fiddle."
1,"The Buddhist refused pain-killers during the root canal because he wanted to transcend dental medication."
1,"The ankle was an arch enemy of the heel because the heel had a sole that could neither toe the line nor keep instep."
1,"The Alpine Skiing competition started poorly and went downhill from there."
1,"Successful dieters might win the Nobelly prize."
1,"So I understand they've developed polyethylene sails for boats now. I guess it's clear sailing from here on."
1,"Show me someone in denial and I'll show you a person in Egypt up to their ankles."
1,"Shopaholics never die, they just sale away."
1,"She was the apple of his eye and he liked to sit down be cider."
1,"She was only a whisky maker but he loved her still."
1,"Russia was slow to recover after WW2 because it kept Stalin around."
1,"Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking."
1,"Rabbits like their beer brewed with a lot of hops."
1,"People who plug their computer keyboards into hi-fi systems aren't idiots. That would be stereotyping."
1,"Partying Saturday and Sunday leaves me feeling weakened."
1,"Our Boy Scouts' knot-tying class went off without a hitch."
1,"Optometrists live long because they dilate."
1,"Opening a new funeral parlor can be quite an undertaking."
1,"On Valentine's Day flower prices rose to the occasion."
1,"One person can keep a fishing line clear, but it takes two to tangle."
1,"Old colanders never die, they just can't take the strain anymore."
1,"Obituaries of those hanged in the old west used to be posted in the noose paper."
1,"Never hire a depressed exorcist - they're not very good at lifting spirits."
1,"My neighbor just got the part for Scrooge in a local performance. I'd love to go see him, but that play scares the Dickens out of me."
1,"My friend wants to dress like the Queen of Hearts for Halloween. I think I'll follow suit."
1,"My desire to be a dermatologist was only skin deep. I knew I was destined for osteology. I could feel it in my bones."
1,"Mischievous lambs post their videos on Ewe Tube."
1,"Last week I was diagnosed with insomnia, and now I'm just so tired of it."
1,"Last night, I kept dreaming that I had written Lord of the Rings. The wife said I'd been tolkien in my sleep."
1,"I would like to go to Holland one day, wooden shoe?"
1,"I was kicked out of math class for one too many infractions."
1,"I've failed the mathematics test so many times I lost count."
1,"I've been trying to come up with a joke about a Mobius strip but I don't know where to begin."
1,"I've been called a rare commodity. I wonder if that makes me silver or gold? I guess I could be either ore."
1,"It's a fact, taller people sleep longer in bed."
1,"It is difficult to escape being a peasant because resistance is feudal."
1,"I tinted my hair today. It was the highlight of my day."
1,"I thought I saw an eye doctor on an Alaskan island but it turned out to be an optical Aleutian."
1,"I nailed my wood-shop test."
1,"I'm not very versed in writing songs, so I refrain from doing it."
1,"I missed my miniature Indian musical instrument practice last night. I couldn't find a baby sitar."
1,"I made a batch of fish eye soup, it should see me through the week."
1,"I know a rancher who has 100 head of cattle, but he thought there were only 99 until he rounded them up."
1,"I heard Einstein got along well with his parents ... relatively speaking."
1,"I got a small ticket for speeding. It's fine with me."
1,"I got a gold filling and put my money where my mouth is."
1,"If you need something done, call an electrician - they conduit."
1,"If you invite an insomniac to your pajama party they will be up for it."
1,"If you are among the cream of dairy inspectors, nothing cheesy gets pasteurize."
1,"If a Norwegian robot analyzes a bird, it Scandinavian."
1,"I'd tell you a joke about a cow but I always butcher it."
1,"I don't like tops of stairs. They always bring me down."
1,"I didn't understand the math, so the teacher summed it up for me."
1,"I decide which beer to drink on a case by case basis."
1,"I chose my gastroenterologist based on gut feeling."
1,"I can't find my rutabaga. I hope it will turnip."
1,"Historians have extra-century perception."
1,"He won the twister contest hands-down."
1,"He was arrested for throwing bombs from a boat, but they dropped the charges."
1,"He had a difficult time bouncing back from his bungee cord accident."
1,"Even though Catholics in space are weightless, do they have mass?"
1,"Elevators may bring you down, but to me they're very uplifting."
1,"Drivers who speed in the snow often find themselves adrift."
1,"Drinking too much coffee can cause a latte problems."
1,"Do you know how winter coats are insulated? They are down loaded."
1,"Did you hear of the story about the tornado? There is a twist at the end."
1,"Did you hear about the pilot who always had work? He was great at landing a job."
1,"Did you hear about the fight at a local Laundromat? A washing machine beat the crap out of a diaper."
1,"Cryptographers make terrible drummers. They just sit there, fascinated by all the cymbals."
1,"Contacts are easy to lose, so keep your eyes on them."
1,"Can Napoleon return to his place of birth? Of Corsican."
1,"Be kind to your dentist because he has fillings too."
1,"At a pet store: 'buy one dog, get one flea'."
1,"A scientist doing a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution."
1,"As a young boy, Brutus' mother often cautioned him not to run with Caesars."
1,"A plumber's pipe dream was to tap all his resources to become multifauceted."
1,"A no-fly zone prohibits zippers."
1,"An instructor at an ice cream parlor is a sundae school teacher."
1,"An electrician claimed that his truck was a volts wagon."
1,"A man walked into a chimney store and asked 'How much for this one?'. The salesman replied 'It's on the house.'"
1,"A man stole a case of soap from the corner store. The police said he made a clean getaway."
1,"A Hall of Fame recently opened to honor outstanding female soldiers. It was a WAC's Museum."
1,"After winter, the trees are relieved."
1,"After periodic doubts about his vocational calling, the young chemistry teacher concluded he was out of his element."
1,"A friend told me he dug a hole in my backyard and filled it with water. I thought he meant well."
1,"A butcher was trying so hard to be funny, but he just wasn't making the cut."
1,"Abstinence leaves a lot to be desired."
1,"A bank manager without anyone around may find themself a-loan."
1,"1000 pairs of underwear were stolen, police were making a brief enquiry."
1,"You would think that being a submarine captain would pay well, but I hear they can't keep their heads above water."
1,"You've got more issues than Time magazine."
1,"You may not take a second polygraph test because they can't be re-lied upon."
1,"You feel stuck with your debt if you can't budge it."
1,"Will this computer last five years? Obsoletely!"
1,"When traveling between Russia and Alaska, you first must get your Bering Strait."
1,"When those around King Arthur's table had insomnia, there were a lot of sleepless knights."
1,"When the waiter spilled a drink on his shirt, he said, "this one is on me.""
1,"When the plums dry on your tree, it's time to prune."
1,"When the gunman walked in, he turned the store into a flee market."
1,"When kissing flowers, tulips are better than one."
1,"When I opened the first snow-pea pod, one fell out and rolled under the fridge. One might say it was an escapea."
1,"When I go to West Africa I'm Ghana make sure Togo to Mali and then I can say I've Benin Timbuktu."
1,"When I bought some fruit trees the nursery owner gave me some insects to help with pollination. They were free bees."
1,"When I asked if I could get insurance if the nearby volcano erupted they assured me I would be covered."
1,"When a hospital runs out of maternity nurses they have a mid-wife crisis."
1,"What happened to the rich guy with the double chin? He made a four chin."
1,"What do you call a pig in a rickshaw? Pulled pork."
1,"We're not getting anywhere in geometry class. It feels like we're going in circles."
1,"Two surgeons were joking about sutures and had each other in stitches."
1,"Two geologists were staring at a huge fissure in a cliff face and one was overheard to say 'It's not my fault'."
1,"Two florists got married. It was an arranged marriage."
1,"Two coin collectors got together for old dimes sake."
1,"They won't know who robbed the Scotch factory until they check the tape."
1,"The telemarketer asked me if I read magazines at all and I replied that I did, periodically."
1,"The telegraph operator who accidentally sent the same message twice was remorseful."
1,"The student was an aggressive learner - he hit the books."
1,"The student had such a big assignment, he had to burn his kindle at both ends."
1,"The store clerk lost his job, so he set up a kiosk in the mall to vend for himself."
1,"The star asked the sun why the moon was always up so late. Sun responded that it was just a phase."
1,"The rumor that only strained orange juice is healthy was a good example of pulp fiction."
1,"There's a new song out to benefit underprivileged Dervishes. It's called 'We are the Whirled.'"
1,"The race horse went lame early. It was the first out of its gait."
1,"The prospector didn't think his career would pan out."
1,"The price of shingles is going through the roof."
1,"The portrait artist made extra money as a census taker. He was good at canvasing people."
1,"The orthopedist said that working with fractures isn't all that it's cracked up to be."
1,"The new jail tunnel was a runaway success."
1,"The new drive-thru restaurant for golfers insisted on putting greens in all their courses."
1,"The most important thing to know about becoming a urologist is that you have to be able to go with the flow."
1,"The long-shot was leading the Kentucky Derby, but not furlong."
1,"The king never let any of his personal musicians go swimming immediately after eating for fear that they would get minstrel cramps."
1,"The key to the success of all musicians of note is their ability to stay composed while performing at a level that can't be beat."
1,"The Irish lass was disappointed with the engagement ring from her fiance because it was a sham rock."
1,"The incontinent Scotsman had a wee accident."
1,"The home for rich squirrels is The Nutcracker Suite."
1,"The farmer was surprised when his pumpkin won a blue ribbon at the State Fair. He shouted, 'Oh, my gourd.'"
1,"The family of bears posing for their family portrait experienced a true Kodiak moment."
1,"The failure of the third largest manufacturer of baby's toys was enough to rattle the entire industry."
1,"The environmentalist rode his bike 20 miles in the morning and 20 more in the evening. He loved recycling."
1,"The electrician got his supplies at the outlet store."
1,"The crusty, ill-tempered baker was a scone's throw from becoming toast."
1,"The cowboy dismounted on the spur of the moment to stirrup some trouble, bridled at being arrested and saddled the sheriff with a bit of a problem."
1,"The copyright law is a statute of imitations."
1,"The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer. It was a wanton soup attack."
1,"The big city reporter did not impress the Idaho potato farmer, after all he was just a commentator."
1,"The bargain store promised a free abacus with every purchase, but I wouldn't count on it."
1,"The astronomer's research project didn't win him the coveted Galaxy Award, but he did receive a constellation prize."
1,"Studying earthquakes rocks, but sometimes it is not always what it is cracked up to be."
1,"Stir-fry cooks come from all woks of life."
1,"Some Spanish government employees are Seville servants."
1,"Since I've taken the job in The Everglades I've been swamped!"
1,"Sign on the door of an internet hacker. 'Gone Phishing'."
1,"Sign on a broken perfume bottle, "Out of odor"."
1,"Rental agents offer quarters for dollars."
1,"Politics only serve to make the future moron-certain."
1,"Pills with long names can be quite a mouthful."
1,"People who teach drivers' education are roads scholars."
1,"One day at the bar there was a blackout. Good thing I had a light beer."
1,"My wife uses a kitchen implement to shred garlic and parmesan cheese, which I hate. It really is the grater of two evils."
1,"My rechargeable batteries are revolting."
1,"My friend went on a date with a girl called 'Simile'. I asked him how it went. He said it wasn't serious, he just metaphor a coffee."
1,"My cavity wasn't fixed by my regular dentist, but by a guy who was filling in."
1,"Mr. Mushroom could never understand why he wasn't looked on as a real fun guy."
1,"MISSOURI asked me to borrow MISSISSIPPIS's NEW JERSEY. I said 'I don't know - ALASKA'."
1,"Little Jimmy told his teacher he never saw a humming bird but he had watched a spelling bee."
1,"Just after thimbles were invented there was a shortage, so many people got stuck without one."
1,"John Deere has just released its most powerful tractor yet. It is the torque of the town."
1,"I wrote a song about small, burrowing animals. I decided it was time to gopher baroque."
1,"I work in a sweater factory. It's a very clothes-knit community."
1,"I went to a buffet dinner with my neighbor, who is a taxidermist. After such a big meal, I was stuffed."
1,"I was studying in an apiary class. This resulted in me receiving a bee on my exam."
1,"I wanted to be a clarinettist but I couldn't reed music."
1,"I've stopped gluing formica to particle board. It was counterproductive."
1,"I used to have a pet leech. It was attached to me."
1,"I tried to play the bagpipes, but the sound coming out was off kilter."
1,"I thought Santa was going to be late, but he arrived in the Nick of time."
1,"I thought about studying astronomy for university but I knew I would just be taking up space."
1,"Italian building inspectors in Pisa are leanient."
1,"Isn't the Grand Canyon just gorges?"
1,"I simply must find a new podiatrist. My podiatrist has developed such a callus attitude."
1,"I practice debating in the mirror but I always come across as one-sided and two-faced."
1,"I once considered becoming a monk when I was young but I was cloisterphobic."
1,"In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon."
1,"I'm reading a book about black holes by Stephen Hawking, it really draws you in."
1,"I'm not one for buoyancy but whatever floats your boat."
1,"I know you brought the wrong rock to our curling match, but we'll let it slide."
1,"I have a high fidelity phone - it can only call my wife's number."
1,"I had to decide between making salad with my mom or playing catch with my dad, it was a toss-up."
1,"I got kicked out of cartoon art school. I guess you could say I was in suspended animation."
1,"I got fired from my job as a software engineer. I just couldn't get with the program."
1,"If you think you are a set of curtains, either see a psychiatrist or pull yourself together."
1,"If you sing while playing baseball, you won't get a good pitch."
1,"If you said you were from South America, I would not Bolivia."
1,"If you play around with a guillotine, you'll beheaded for an accident."
1,"If you get sick at the airport it could be a terminal illness."
1,"If you believe restaurants always overcook steaks, then you probably order them rarely."
1,"If we canteloup lettuce marry!"
1,"I finally found a spotter at the gym, it's like a huge weight has been lifted off my shoulders."
1,"If gophers become extinct, the hole ecosystem will die."
1,"If children were allowed to dig for coal, would they still be miners?"
1,"I don't find health-related puns funny anymore since I started suffering from an irony deficiency."
1,"I didn't have the faintest idea as to why I passed out."
1,"I couldn't figure out how to fasten my seatbelt. Then it clicked."
1,"I always believed my body was a prison for me. I was right, in biology I learnt they were made of cells."
1,"I almost got my haircut then I thought I'd mullet over first."
1,"How could I trust the ceiling fan installer when I knew he was always screwing up."
1,"He who hogs the sheets is usually very wrapped up in himself."
1,"Her company distributes gift boxed cashews and she has a delivery guy that drives her nuts."
1,"He made a slow start in the sport of weightlifting but he picked it up eventually."
1,"He dropped a computer on his toes and had megahertz."
1,"He dined with her at the local beanery and was immediately inflatuated."
1,"Forklift operators do not care for puns - they find them unpalletable."
1,"Eve showed up one morning wearing flowers instead of a fig leaf. She was the first woman to wear bloomers."
1,"Even though the chef's girlfriend was grate in many ways. She had a temper that boiled easily, was half-baked and extremely kneady."
1,"Even the smallest egg farms are multi-layer organisations."
1,"Eggs make lousy comedians. They always crackup at their own yokes."
1,"Earl Grey was away on business during the election. So he cast an absent-tea ballot."
1,"During the trial, a lawyer objected to the audiologist's testimony, calling it hearsay."
1,"During his air test a young pilot flew through a rainbow. He passed with flying colors."
1,"During an earthquake in California a bank went into default."
1,"Does working for UPS make you a professional boxer?"
1,"Does a shepherd get a staff discount?  Or is he just a crook?"
1,"Dissatisfied with the lack of thoroughness in the demolition of the old tavern, he got into the bulldozer himself and razed the bar to a new level."
1,"Did you know that donuts were first made in Greece?"
1,"Did you hear about the new pinata? It's a huge hit."
1,"Did you hear about the nervous preacher? He had sweaty psalms."
1,"Did you hear about the high-ranking military father who cloned himself? The result was a Major Faux Pa."
1,"Did you hear about the fire at the shoe factory? A thousand soles got burned, some heel did it while he was laced."
1,"Decimals have a point."
1,"Could another name for a tire factory be a tread mill?"
